customer_tweet_id,customer_text,support_tweet_id,support_text,intent,retrieval_prediction,retrieval_similarity,matched_customer_text,matched_intent
2169902,Hey @115858 when are you going to fix your update mistake?,,@636553 Thanks for reaching out. We'd like to know more to assist. Let us know the exact issue you're having in a DM and we'll continue. https://t.co/GDrqU22YpT,ios_update,other_support,0.7274263676995596,@115858 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ .... when are you going to fix this!?,other_support
1404846,@AppleSupport No worries. Thank you for the automated message.,,@446609 We'd like to see how we can help you get connected with our Apple Online Store support. DM us and we'll get started: https://t.co/GDrqU22YpT,other_support,other_support,0.5473676571792265,"@AppleSupport ok no worries, thank you for responding :)",other_support
1232242,so my phone has decided that it doesn’t wanna switch on 🤗 @AppleSupport,,@409003 We're happy to help with your iPhone. Take a look at the steps here: https://t.co/8MvHMGgIUP,device_issue,device_issue,0.355328507212106,so my phone has decided to stop working. thanks @115858,device_issue
2307997,@AppleSupport When I opened the iPad the screen became so and I do not remember the email or the secret code https://t.co/qIk1WLCalE,,@669488 We've received your DM and sent a response. We'll continue from there. https://t.co/GDrqU2kzhr,account_icloud,account_icloud,0.27878283508526364,@AppleSupport There is a problem with me in the iPad is the lock activation and I can not remember the email and password Can you help me?,account_icloud
112867,@AppleSupport I’ll have time in a few minutes. I’ll give it another look and try those. Thank you,,"@141090 Great, thanks.",other_support,other_support,0.49226873346524436,@AppleSupport I’ll give it a try.,other_support
2279926,@AppleSupport Done all of that. All the songs play and seem to work but it’s just the album artwork won’t appear on all songs. On iTunes it does but on my phone it doesn’t?! 🧐,,"@662819 Understood. For the album artwork, give these steps a try, and let us know how it goes: https://t.co/8zr3fsx6Bq",music_media,music_media,0.2195003037066935,I hate how the album artwork is so tiny now 🙄 @115858 https://t.co/B3ltDckhQd,music_media
2020442,@AppleSupport when will this bug be fixed? https://t.co/5NlTVjgBkw,,@597505 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_issue,other_support,0.683387820534149,@115858 when will this be fixed? https://t.co/9DCf13EYtx,other_support
1617949,What the fuck are these random characters when I️ type  @AppleSupport @115858,,@488545  Let's help. Try this out: https://t.co/k0NAaSjWTU Let us know if that helps correct that issue with autocorrect.,device_issue,other_support,0.48630512917775837,What the fuck @115858! All these magical characters when I type “I️” I️,other_support
2689461,@AppleSupport the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.,,"@612897 We love being able to add custom artwork, so we'd love to work with you on this. To make sure we're on the same page, are you following these steps: https://t.co/khXB3JnoYx",music_media,other_support,0.4005978808811414,@AppleSupport The latest version?,other_support
822229,@AppleSupport please patch this latest update. I can barely use my iPhone 6 with all the crashing and freezing....,,@315846 Let’s see what we can do together to get your phone up to speed. Send us a DM to begin. https://t.co/GDrqU22YpT,device_issue,device_issue,0.42472619787991367,Thanks @115858 since the last update can barely use my phone. https://t.co/9D6ukwOr9i,device_issue
2304032,@34990 @342218 And dammit @115858 WTF!! Can you fix this already? I️ I️ I️,,"@668528 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",device_issue,other_support,0.5428892289940592,@115858 can you fix this already?????,other_support
2007045,Can someone @AppleSupport fix the fucking glitch turning everyone’s I’s into symbols!!!!!,,@593494 Thanks for reaching out!. Take a look at our article addressing this here: https://t.co/xU1AGIa4ME DM us any questions. https://t.co/GDrqU2kzhr,device_issue,device_issue,0.497039143025847,please fix the fucking i️ glitch @115858,device_issue
2786413,@applesupport Bluetooth will not even attempt to connect to available open Bluetooth connections. Does not show any in range. Only my tiles fitbit and computer. Help,,"@777931 If you're running into issues with your Bluetooth connection on your iPhone, we'd like to help. To start, which version of iOS is installed? Also, check out this article to help with getting the iPhone connected to Bluetooth: https://t.co/JMbUWh4fsj",connectivity,connectivity,0.22585924111072,@AppleSupport Connect to*,connectivity
1149867,Is anyone facing the problem where ur iPhone rear camera taking blurry images? @AppleSupport #iPhone7 @135834 @135833 @210259,,"@390588 Let's work on it together. Which iPhone and iOS version do you have? Is the issue just in the Camera app, or others too?",device_issue,device_issue,1.0,Is anyone facing the problem where ur iPhone rear camera taking blurry images? @AppleSupport #iPhone7 @135834 @135833 @210259,device_issue
1450150,@AppleSupport iOS 11.1 drains my ipad battery.  I went from 100% to 7% in 2 hours while streaming radio.  Has never happened before. FIX!,,@456506 Send us a DM. Let us know when exactly you updated and we'll look into it with you. https://t.co/GDrqU22YpT,battery_charging,battery_charging,0.3555687500467708,"@AppleSupport @115858 You guys need to fix ios11, stat. Battery went from 100% to 6% in 4 hours... #BatteryLife #iPhone7 #bugfix",battery_charging
1673519,"I️ updated my phone and the word I️ is still fucked up, fuck this shit @AppleSupport I’m getting an android now",,@509235 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue,device_issue,0.33669086891978334,SO I UPDATED MY PHONE BUT THE LETTER I IS STILL FUCKED UP. WHATS WITH IT @115858,device_issue
706913,@AppleSupport since downloading your new IOS update my phone has been crashing non stop this is ridiculous,,"@289008 We want your iPhone to run smoothly. Does this happen while using a particular app? Also, which iPhone model are you using?",device_issue,device_issue,0.3480788905770475,@AppleSupport I don’t like the new update and my phone has been glitching non stop since I updated it,device_issue
2332392,@AppleSupport battery drain is ridiculous! Having to charge two/three times A DAY?! When is the update to fix problem released?,,@675117 Let's work together to investigate where your charge is going. Meet us in DM to get started. https://t.co/GDrqU22YpT,battery_charging,ios_update,0.36155290361523146,When is the update to fix this update? @115858,ios_update
1655627,@115858 @AppleSupport How do I fix this I glitch. HELP,,@__sth__ We'd love to help in any way we can. What issue are you experiencing?,device_issue,device_issue,0.9306167175874619,@AppleSupport how do i️ fix this glitch,device_issue
2964139,Almost positive that dropping my MacBook should not cause it to spark and burn... @AppleSupport what do you think?,,"@233537 We're here for you. Did this happen at random, or after you dropped your Mac? Please provide us with more details in DM. https://t.co/GDrqU22YpT",device_issue,ios_update,0.3092832089367713,@AppleSupport What do you think you can do? The update is plain awful!,ios_update
2429248,Anyone having problems with their Mac apps since the #HighSierra update? @AppleSupport,,"@697427 Thanks for reaching out. We want to be sure you can use your apps as you'd expect. Which Mac model do you have? Send us a DM, and we'll continue to assist there. https://t.co/GDrqU22YpT",app_issue,device_issue,0.43950595185453356,Is anyone having problems with their iPhone though? @115858 fix this mess,device_issue
629681,"hey guys @AppleSupport, I was supposed to receive an email yesterday and immediately open it (which I got) but I didn’t get the notification until a day later? any idea how to automatically receive the notification once it’s sent?",,"@269166 We’d love to help with your notifications. To start, please send us a DM confirming which device and software version you’re using. https://t.co/GDrqU22YpT",device_issue,other_support,0.22950690919695985,@AppleSupport any idea how to fix this? https://t.co/eB60CU6Epj,other_support
1659198,@AppleSupport help!!! I’m losing my mind here!!!!!! https://t.co/a4TEKuRofx,,@506198 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_support,other_support,0.5344611034526763,@AppleSupport HELP!!! I’m losing my mind!!!!! Nothing is more important to me than proper grammar!!!!! https://t.co/mmbtJJLlAo,other_support
1746912,It is driving me insane that I️ can’t type “I️”. See how annoying that is. FIX IT @AppleSupport,,@347199 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue,other_support,0.4153685834188418,@475068 @AppleSupport It’s driving me insane,other_support
1584652,What the actual fuck @115858,,@487614 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6,other_support,other_support,0.7579561525809927,What the actual fuck @ my I️ @115858,other_support
1693456,I i know i ain’t the only one who see the exclamation mark and Super Mario box @AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,,@513930 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue,device_issue,0.34407529575683565,I know my iphone ain't the only one fucking up @115858 😡,device_issue
2593255,"@AppleSupport your latest iPhone upgrade freed up space, but is a real battery hog. Help!",,@734400 Hey there. Allow us to help out. Please DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there. https://t.co/GDrqU22YpT,battery_charging,other_support,0.30384337817456497,This is real heartbreak @115858,other_support
1707753,@115858 I️ really need this update fixed because my phone is being ass and Icant live like this.,,@517514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_update,device_issue,0.2792497069848203,PLZ FIX THE GLITCH @115858 I️ CANT LIVE LIKE THIS,device_issue
1701953,@115858 can make brand new phone with all these new fancy features but they can’t fix this damn error with viewing the letter “I” 🙄,,@516021 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_issue,ios_update,0.2915437183144236,@115858 can you call fix this “I️” dysfunction with all these updates.,ios_update
1120619,"my phone speaker keeps crackling

what gives @115858",,"@349567 We want your iPhone to work as expected, including the audio. Which one do you have?",device_issue,device_issue,0.3267482706860202,Why won't my phone update?! There is storage available so what gives @115858,device_issue
1878005,@AppleSupport starting today my iPhone 8 plus display will remain on and will not turn off unless I hit the sleep button. ??,,@177690 We want to be sure your iPhone 8 is working normally. Have you been able to restart since this has happened? Let us know in DM. https://t.co/GDrqU22YpT,device_issue,device_issue,0.27252410039884023,"@AppleSupport I can't, the phone will not turn on",device_issue
2021786,Hey @AppleSupport any chance a future iOS update will fix the appalling battery life I now experience on iOS11 on iPhone 7?,,@597940 We'd like to take a closer look at your battery concerns. Which iOS version are you currently on? DM us the details below. https://t.co/GDrqU22YpT,battery_charging,battery_charging,0.36731647478122037,@AppleSupport FIX THE BATTERY LIFE. NOW,battery_charging
1363254,"@AppleSupport And on email, I’m getting several extra suggestions pre-populating that just get in the way when I want to go down and type email.",,@437425 Let's dive in. Are the contacts that don't show consistent every time? Which iOS version are you using?,app_issue,other_support,0.2419790443291827,@AppleSupport And I’m on 11.1.2,other_support
287446,"Hey @115858,  can you tell me why my iPhone 6 has slowed down and got glitchy after the most recent iOS update? #downdate",,@184501 This is not the experience we want you to have. Did the device slow down with iOS 11 or one of the more recent updates?,device_issue,battery_charging,0.4268336739664631,"Hi @115858, can you tell me why my iPhone has terrible battery life after the new iOS update?",battery_charging
1549475,"EVERY recent @115858 update BROKE the device I put it on, including 10.13.1. Issues I haven't had since 10.11 are back now. @AppleSupport",,"@120122 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT",device_issue,other_support,0.23908817584084943,@AppleSupport 10.13,other_support
1058948,"@AppleSupport My phone was working perfectly fine. I ran the update, immediately my phone started freezing up and my apps running slower than Christmas.",,@370014 That's not what we'd like to hear. Can you let us know more about the changes you've noticed via DM? https://t.co/GDrqU22YpT,device_issue,device_issue,0.3772374291895481,@115858 my phone was working perfectly fine until I updated it 🙄,device_issue
1672691,@AppleSupport my apps are taking forever to update.,,@509077 We’d love to help. Does the issue persist with Wi-Fi and cellular data? Have you had a chance to restart the device?,ios_update,device_issue,0.5117197413543895,@AppleSupport my phone is taking forever to back up ☹️ #whatcanido???,device_issue
1606757,TWITTER IS DOING IT TOO WHAT IS WRONG WITH IOS 11 @115858 @AppleSupport https://t.co/JWy2zKoDJs,,@493569 We've got your back &amp; are glad to help with this. We've got a guide to share with you about this issue: https://t.co/xU1AGHStV6,app_issue,ios_update,0.538779146430841,What is wrong with iOS 11.1? @AppleSupport https://t.co/fhieDOzWZE,ios_update
1666292,@AppleSupport when is your shop opening In bluewater? been shut for months and waiting to get my phone fixed. The warranty is nearly out!,,@458964 We have other service options available. Direct Message us and we'll help out. https://t.co/GDrqU22YpT,other_support,device_issue,0.21820770556598262,@1016 I’ve been waiting to listen to @678744 new book for months and now my iPhone won’t download audiobooks. Please help!!! Need my book!!!! @AppleSupport,device_issue
1725245,WHY. @115858 fix it🙄🙄🙄🙄,,@317406 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,device_issue,other_support,0.6820815746052397,@115858 Fix it!!!,other_support
1267154,"If my iOS 11 freezes one more time, I’m taking my phone back and report it as faulty/broken. Worst iOS ever created  @115858 @AppleSupport",,@416680 We want to help. Which version of iOS 11 is your device running at the moment? Please DM us the answer. https://t.co/GDrqU22YpT,device_issue,device_issue,0.39998152641175894,"if my phone freezes one more time, holy fuck @115858",device_issue
2017498,"@AppleSupport 

Visual Air drop notifications are no longer working. Now there’s a “chime” then the picture/video/file just appears",,@596642 We'd like to look into this with you. DM us and let us know the device you're using and the software version to start. https://t.co/GDrqU22YpT,device_issue,device_issue,0.2589460030556309,My iPhone X vibration is no longer working @AppleSupport,device_issue
2971312,"@AppleSupport iPhone 6S and no, im trying to add one manually. I’ve tried copy and paste unto tones, turned off iCloud and Apple Music to do so. No luck.",,@796169 Can you tell us which application you're attempting to download ringtones from? Send us a DM; we'll continue there. https://t.co/GDrqU22YpT,music_media,device_issue,0.2989267041337804,"@AppleSupport IPhone 6S and no, I don't have the storage to do so.",device_issue
2185485,"@AppleSupport Yes I do. Even within my Sonos-System I can select those playlists. But not within Carplay. Seems, that these categories have been forgotten inside Carplay?",,"@640049 Playlists should be available to play like this: https://t.co/YZKPxsBB73 If you're still unable to play them, try setting up CarPlay again like this: https://t.co/pg90dhXKAJ Let us know if you have questions.",music_media,other_support,0.3142691747784595,"@AppleSupport Yes, I do.",other_support
589543,getting super sick of my alarms not going off for no goddamn reason. i didnt pay hundreds of dollars to be late to everything @AppleSupport,,@259388 Being late is never a good thing. Let's see why this is happening. Which iOS are you running on your iPhone? We want to make sure you are updated to iOS 11.2. Let's update and then reach out if the issue persists: https://t.co/80YRnjDFDk,device_issue,device_issue,0.28076856285176915,"@115858 your new iOS update is
T R A S H  fix your shit i did not pay hundreds of dollars to not be able to hear my Snapchats and for my i to be autocorrecting to I️",device_issue
1640299,@AppleSupport the screen came loose of my Apple Watch 1. It’s just over two years. It hasn’t bumped into anything.. what next?,,@501491 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,device_issue,other_support,0.2602568486093101,@AppleSupport My Apple Watch,other_support
2756180,Anyone else’s iPhone look like it’s been downloading something for the past 3 days? Coincidentally after the last update? @115858,,"@771401 We can help. Send us a DM, and let us know what's giving you the indication that your iPhone is downloading something. We'll look into this. https://t.co/GDrqU22YpT",device_issue,device_issue,0.3475686851027711,My phone has been tripping for the past 3 days. What’s going on with this update @115858???? 😒😡,device_issue
332837,"@195269 @AppleSupport After download 11.0.2, battery drain like mad for 4-mths old iPhone 7+ even with little usage, no video or music.",,@197447 We may be able to help. How many times a day are you having to charge? Talk to us in DM. https://t.co/GDrqU22YpT,battery_charging,other_support,0.20577229111934608,@AppleSupport *after,other_support
2445290,@AppleSupport didn’t see my comment earlier? since I have had to update my phone I am UNABLE to update and download apps how do I fix this?,,@701076 We’d like to figure out why this is happening too. Are you using Wi-FI right now with your iPhone? Do you see any type of error message when you try to update using the App Store?,app_issue,other_support,0.26471230115906,@505950 @AppleSupport How do ? Fix this?,other_support
940596,can we get battery replaced for this #IPOD 80GB ? @AppleSupport https://t.co/YLegRjM335,,"@342980 Hi there. Use the link below to DM us, and we’ll gladly look into all the available options with you. https://t.co/GDrqU22YpT",battery_charging,other_support,0.5047212204185503,@AppleSupport can we get some solutions for this???? https://t.co/KXc2EecuNF,other_support
1963478,"@AppleSupport , I’m getting a random reboot daily when using any app or just looking at something on my device. Any ideas? https://t.co/DfSJI5FuX3",,@581992 Thanks for reaching out to us. We would love to help you. Can you please tell us when you first encountered the issue?,device_issue,other_support,0.31929911604871214,@AppleSupport This happens when using any app. Currently running 11.0.3.,other_support
2682284,MY IPHONE IS FUCKED OI @AppleSupport SORT OUT YOUR UPDATE,,"@754541 We'd like to help. DM us some details about the issues you are experiencing, and we can work together. https://t.co/GDrqU22YpT",ios_update,device_issue,0.43136543245970416,@AppleSupport sort out your issues I can’t use my phone!,device_issue
1703026,"Really, @115858? Just fix the I️ already!",,@516283 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue,other_support,0.4207919113533508,@115858 can you fix the “i️” already wtfff!!,other_support
1747346,@AppleSupport will a carrier free iPhone X purchased from USA work in India !! will it tune to 4G network for best speed !,,@428111 Hi. It would be best to check with the carrier you'd be activating it with to ensure their service supports the device.,connectivity,order_purchase,0.35522988412324874,@115858 @AppleSupport Will I get warranty coverage of iPhone X in India if I buy a network unlocked phone from USA??,order_purchase
1938467,@116333  My iPhone 8 plus showing two time at one moment. Some bug ... plz help see the clock and upper time😔 https://t.co/4yijs30wXs,,"@576637 We'd love to see how we can assist. To begin, DM us the iOS version that's shown in Settings&gt;General&gt;About, next to Version. https://t.co/GDrqU22YpT",device_issue,other_support,0.2562894539135166,Hey @AppleSupport notice a problem?  The time at the top &amp; the time on the clock don’t match. https://t.co/wtZ8Pkneew,other_support
994509,@AppleSupport can you follow me? Thanks,,"@355566 Our account is set up so no follows are needed. Be sure to use the up-to-date native Twitter app, and click the link below. https://t.co/GDrqU22YpT",other_support,order_purchase,0.49632562814854686,@AppleSupport In order to send you a DM you must follow me. Thanks.,order_purchase
2205735,@AppleSupport Thank you ❤️,,"@572019 Absolutely. Feel free to reach out to us in the future if you have any questions. We’re available every day to answer your questions, from 5am-8pm Pacific.",other_support,other_support,1.0,@AppleSupport Thank you,other_support
2702144,"@AppleSupport @117735 Hey! Can someone bring my visual voicemail back, thanks in advance!",,@759000 Hello. We know how the Visual Voicemail has become a huge convince and would like to help. Check out this link here: https://t.co/eaS8DhVdn3. Let us know if this resolves the issue.,device_issue,other_support,0.34975238612060244,@AppleSupport Yes I’m unable and thanks in advance.,other_support
426713,wondering when @AppleSupport will stop playing games and give me my update https://t.co/iTjUnxYpHY,,@216481 We're glad to look into this with you. Which model device are you using?,ios_update,device_issue,0.321119725448696,how does this seeing boxes thing stop @115858 my phone updated stop playing games,device_issue
2555470,@AppleSupport Thanks for the help @AppleSupport ! I have looked into these tips in the past and just scanned through them again. I also turn most notifications off/often have do not disturb on! Not sure if it’s just the life of the phone coming to an end or if it’s worth resetting,,"@725652 Perfect, thanks for looking into those steps. We want to see if there's anything else that can be done to assist with the battery life on the device. Please meet us in DM so we can gather information and better assist. https://t.co/GDrqU22YpT",battery_charging,other_support,0.28271946958956584,@AppleSupport THANKS FOR THE HELP @AppleSupport!,other_support
2944477,"@AppleSupport I was just looking at buying unforgettable series 2 on iTunes uk but i can’t buy it, but I can buy series 1&amp;3. Why is this? Thank you",,"@584854 Thanks for reaching out to us. We are always happy to help. In this case we suggest reaching out to our iTunes Store team here: https://t.co/SDIe7UiyJN

They will be able to help you determine if this content is available in your region.",order_purchase,order_purchase,0.4443904115752936,@AppleSupport I can’t buy on iTunes,order_purchase
2007135,@115858  please fix your updates. Ever since IOS11 my magnifier on my phone only uses half the screen. Having a vison disability i need it,,@593513 We'd like to take a closer look at this. Please DM us more about the issue and your current iOS version. https://t.co/GDrqU2kzhr,device_issue,device_issue,0.29573527710150493,"Yo @115858 fix your shit, ever since IOS11 my phone has been crashing on every app.",device_issue
1339751,@AppleSupport my phone is telling me to update then when it comes to it can’t verify help 😫,,@432499 We're here to help you. Have you checked out this article: https://t.co/Ui1yTnOCUz Let us know if this helps.,ios_update,device_issue,0.3787259287696917,@AppleSupport my phone is telling me I need to update my phone but it won’t let me. Keeps telling me to retry. Trés annoying!,device_issue
2838690,@246772 @AppleSupport I just completed wiped out those saved settings and it seems to be working now. Thanks 🙃🙃🙃,,"@790011 Great! We're glad it's working for you now. If you need anything else, please let us know. Thanks.",other_support,account_icloud,0.4881587350616424,@AppleSupport Changed my password it seems to be working now thanks,account_icloud
2059838,"@116333 hy, WTF is this? i forgot my apple icloud id so plx help me out i've my phones emei no., lets see how use full you are...",,"@609203 Thanks for reaching out, we can take a look into this together, meet us in DM and we will proceed from there. https://t.co/GDrqU22YpT",account_icloud,account_icloud,0.3242536537494328,@AppleSupport I forgot my Apple ID,account_icloud
868176,@AppleSupport SE/Plantronics PLT-V5200; SE/Samsung HM-1900; Iphone 6/Motorola HX550.  SEs are T_mobile.  iPhone 6 is AT&amp;T.  All are running 11.0.3.,,@326133 Have you tried connecting all the phones to the various devices or only one in particular? Check out https://t.co/JMbUWh4fsj,connectivity,other_support,0.3933488643145,@AppleSupport SE,other_support
2466773,"@AppleSupport @27417 I’ve done all steps to fix getting past this stage, even used a bootable flash... #PLEASEHELP https://t.co/Gh9pRu137K",,"@705839 You've come to the right place. When you say a bootable drive, was it an installer or installed version of the OS? Thanks.",device_issue,other_support,0.32115290373795624,"@AppleSupport Yes, I’ve done all 3",other_support
1900119,@AppleSupport @116333 bought 2 iphones from flipkart.Just the question is will i get service at apple store near me if i get some problem?,,@260539 We are always here to support your Apple products!  To check your warranty status of a device visit: https://t.co/SyUHdUSsjJ,order_purchase,device_issue,0.24278701195482894,Horrible customer service at Apple Bahrain!!! #bahrain #imachine #apple #iStore @115858,device_issue
2564149,@AppleSupport can anyone explain why Repair ID: D251542128 can’t seemed to be processed? It’s been almost a week and it still says pending. What are you waiting for?,,@531620 We'd like to gather some more information for better troubleshooting. Can you DM us to begin? https://t.co/GDrqU22YpT,order_purchase,other_support,0.2758681198776979,@AppleSupport Yes 11.0.3. It has been almost a week and yes m using apple cable https://t.co/hHWv599URY,other_support
361440,@AppleSupport you killed my battery life with iOS 11. Is this how you force people to spend hundreds of dollars on a new iPhone? #notcool,,@201595 We'd be glad to look into any battery issues you are having. What model of iOS device is this? https://t.co/GDrqU22YpT,battery_charging,battery_charging,0.2915159602060041,@AppleSupport @115858 you’ve killed my battery life with new iOS! Please fix? :(,battery_charging
184455,@159418 @AppleSupport My Iphone X when you watched videos it's getting overheated and the battery doesn't last. OLED display  it doesn't impressed me at all. https://t.co/G9UphRs6Ot,,@159417 We'd love to discuss this with you!  Which iOS version is running on your new iPhone X?  Was your iPhone set up as new or was a backup from an older iPhone loaded onto it?,battery_charging,device_issue,0.3248264091928842,@AppleSupport my phone overheated https://t.co/XLsDVCP5sC,device_issue
2058523,"Hey @AppleSupport how about the keyboard lag in iOS 11? Personally, in my divice, is a shit. Please fix it!!",,@608821 We're happy to help! Please DM your iPhone type and what country you're in. This will allow us to see what your support options are. https://t.co/GDrqU22YpT,device_issue,device_issue,0.4294456229135779,CAN YOU PLEASE FIX THE KEYBOARD LAG @AppleSupport 😭,device_issue
