customer_tweet_id,customer_text,expected_intent,predicted_intent,draft_reply,decision,decision_reason,evidence_1_customer,evidence_1_support,evidence_1_similarity,evidence_2_customer,evidence_2_support,evidence_2_similarity,evidence_3_customer,evidence_3_support,evidence_3_similarity
2296270,@115858 wtf is going on I type “I” and it auto corrects to I️ like wtfffff 😤,device_issue,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,AUTO-HANDLE,Strong historical evidence was found (similarity=0.532) for this support issue.,@AppleSupport why when I️ type “I” it auto corrects to I️ ?!,"@356740 We’d like to look into this with you. To start, send us a DM letting us know which device and software version you’re using. https://t.co/GDrqU22YpT",0.5322320313073713,@AppleSupport @AppleSupport whenever I type the letter “i” it auto corrects to a “a ?” What is going on!????,@123062 Let us help you get this sorted out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,0.5135204797790783,"Every time “I️” type “I️” it auto corrects to I️, wtf @AppleSupport","@498190 We'd love to help. If you're on iOS 11.1, we've got a guide to share with you regarding this issue: https://t.co/xU1AGHStV6",0.5049962171742246
1716653,@115858 my apple music wont work on imac. Wtf?,music_media,music_media,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.394); human review is safer.,🗣MY AIRPOD WONT WORK. HELPPPPPPPPPPPP @AppleSupport,"@129599 Thanks for reaching out. So we can help, let us know the specific issue you are seeing with your AirPods.",0.39351935948222183,why the thumb ID wont work on both of my phones @115858,@498049 Thanks for reaching out. Can you tell us more about what's going on with your Touch ID?,0.3005026525169755,Bruh wtf is wrong with my Apple Music wont add new music. @115858 if yalls don’t fix I’m switching back to @115888,"@416545 We want to get your Apple Music working again. To start, can you tell us which iPhone and iOS version you're using?",0.2916615286220997
2016721,Less than two years 😩 @115858 #appleproblems 💔 https://t.co/DRrvM3YG6Q,other_support,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.390); human review is safer.,"@AppleSupport 
Hello, 
my iphone 5C less than two years old explosed in the classoom, what triggered the fire alarm.
what do you propose? https://t.co/2qqPtOZLWe","@137158 This definitely isn't expected, and we want to help. Send us a DM with your country/location, and we'll continue there: https://t.co/GDrqU22YpT",0.39028825090938984,"Autocorrection is no longer my friend. C’mon, @115858 #appleproblems https://t.co/KCUWBaXere",@529635 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.32120268492967763,"The new @115858 ios system has messed up my phone, which is less than two years old. Volume doesn't work, screen won't display, freezes...","@536934 We can help with the iPhone performance. Could you Direct Message us and let us know, what country you're located in? https://t.co/GDrqU22YpT",0.3199892169430801
412733,Yeah so the entire back of my phone doesn't work.  @AppleSupport This ain't right.  My phone is in perfect condition. 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️,device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.298); human review is safer.,@AppleSupport this ain’t funny https://t.co/30Qm161qIu,@631023 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.297946440740099,@AppleSupport Yeah so this doesn’t work I️,@509931 Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,0.2956211302353512,@AppleSupport This doesn’t work... @AppleSupport 😡😡,"@565557 We want to help you. DM us, and we can look into this deeper. https://t.co/GDrqU22YpT",0.28501654568785406
2280341,@AppleSupport @AppleSupport in the control centre too! https://t.co/5uLu2PnZC7,device_issue,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.446); human review is safer.,@AppleSupport Control centre,"@149734 That's expected behavior with iOS 11, for more information about the changes to Wi-Fi and Bluetooth in Control Center, check out the article we sent.",0.44615901054127216,@AppleSupport Are also being messed about by the control centre,@162998 We want to help out. DM us with more detail and we'll continue there. https://t.co/GDrqU22YpT,0.40159411116173144,@AppleSupport u too https://t.co/AubRbVtD4f,"@128340 We are here for you, What apps are you having issues with?",0.39927750721780264
1470716,@AppleSupport hola . Realice la última actualización de mi iPhone y se puso muy lento incluso me cuesta escribir mensajes . Some help pls?,device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.414); human review is safer.,Soy yo o la última actualización de iOS afectó la velocidad del AppStore? 😕 @AppleSupport,@303480 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0.4138890485183531,Desde que instale la última actualización de soft mi iPhone es más lento que nada!!!! @12228  @115858 @AppleSupport,@335893 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,0.3892922156991274,"@AppleSupport   Buenos días, el teclado de mi iPhone 5s con iOS 11.0.2 sigue muy lento para poder escribir, a la vez mucho consume la carga.",@305714 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join: https://t.co/OczyRx7IOs,0.3772189920047933
2003617,@AppleSupport you roll out a new iPhone and all of a sudden my charger isn’t supported #bullshit,battery_charging,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.339); human review is safer.,All of a sudden my phone was freezing hmmmmmm @AppleSupport 🤔,@570563 Let's get to the bottom of the issue. Is this happening in certain apps or performing specific tasks? Please DM us. https://t.co/GDrqU22YpT,0.339384137019619,So my phone on 6% and all of a sudden my charger will not charge my phone. @115858 don't start this foolery!,@467346 Hi! We're back in the office for the day and wanted to check in with you &amp; the iPhone charging situation. How's it going?,0.3346392429752498,@468642 @287512 @115858 my new iphone x arrives to do all of a sudden my volumes fucked on my 6s. 👊🏻,@468641 We can help. Tell us what's happening with the volume. We'll take it from there.,0.3097749076168168
2169902,Hey @115858 when are you going to fix your update mistake?,ios_update,ios_update,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.728) for this support issue.,@115858 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ .... when are you going to fix this!?,"@139261 We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. 
You can find instructions on backing up and updating here: https://t.co/80YRnjDFDk",0.7275622387023485,"Hey, @115858 - when are you going to fix this glitch I️ I️ I️ I️",@624209 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.7260493152643902,@115858 when are you going to fix the “i” .......,@666592 We recently released 11.1.1 that addresses this issue. Have you had a chance to backup &amp; update your device? https://t.co/soeXTHWFdK,0.7219823458597544
1404846,@AppleSupport No worries. Thank you for the automated message.,other_support,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.639) for this support issue.,"@AppleSupport ok no worries, thank you for responding :)",@236870 You're very welcome! Feel free to reach out to us again if you need us!,0.6390571993228186,@AppleSupport Network issue. No worries.,@779805 Are you still having isssues? Let us know and we can help out.,0.45257387393628884,@AppleSupport Thank you for the help!,@402229 No problem. Let us know if you ever need support in the future.,0.3924874242565633
1232242,so my phone has decided that it doesn’t wanna switch on 🤗 @AppleSupport,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.356); human review is safer.,so my phone has decided to stop working. thanks @115858,"@687456 Let's see how we can help. Send us a DM telling us if your iPhone will not power on or if it is unresponsive. Also, tell us the iOS version number it's running, if you recall. https://t.co/GDrqU22YpT",0.3560801278977507,@AppleSupport My phone has just decided that is should be I.S and I.S autocorrecting every I.S to I.S. SEND HELP! PLEASE! How do I fix?,"@312163 We can help! When did this start happening? And, does it occur in all apps or just some?",0.23802575643697224,@AppleSupport And @AppleSupport and @25148 Excel has decided that any dates in November (only!) I put in will be forced to be U.S. format...,@601020 Thanks for reaching out to us. We would like to look into your Finder issue with you. Send us a DM and let's talk there. https://t.co/GDrqU22YpT,0.23092510221467996
2307997,@AppleSupport When I opened the iPad the screen became so and I do not remember the email or the secret code https://t.co/qIk1WLCalE,account_icloud,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.278); human review is safer.,@AppleSupport There is a problem with me in the iPad is the lock activation and I can not remember the email and password Can you help me?,@669488 We'd like to know more. DM us the details and we'll go from there. https://t.co/GDrqU22YpT,0.27815466298003644,@AppleSupport hi how do i sort this out when i cant remember the email used. I know the password but cant remember the email cheers https://t.co/djszKFANiG,@234039 Thanks for reaching out.  This article explains how to turn off Activation Lock:  https://t.co/9Wfw6Be2P1 https://t.co/GDrqU22YpT,0.25345529041010867,@AppleSupport It does not say what to do if you can not remember the email used for it though so how can i recover that or just reset the ipad so its as new kind of thing,@234039 Did you have a different Apple ID email address? Here's what to do if you forgot your Apple ID:  https://t.co/buxNpfhIIM,0.22606189359578044
112867,@AppleSupport I’ll have time in a few minutes. I’ll give it another look and try those. Thank you,other_support,other_support,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.492) for this support issue.,@AppleSupport I’ll give it a try.,"@668215 Sounds like a plan! Feel free to reach out to us if we can be of any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. https://t.co/GDrqU22YpT",0.4923752625027734,"@AppleSupport I'll give it a try, thanks",@196719 We look forward to hearing from you.,0.48285921662154446,@AppleSupport I'll give it a go.,@739243 Great! Let us know the results.,0.46517864225225736
2279926,@AppleSupport Done all of that. All the songs play and seem to work but it’s just the album artwork won’t appear on all songs. On iTunes it does but on my phone it doesn’t?! 🧐,music_media,music_media,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is weak (similarity=0.213).,I hate how the album artwork is so tiny now 🙄 @115858 https://t.co/B3ltDckhQd,@135026 We appreciate you reaching out to us. Please use this link to provide us feedback: https://t.co/J46COPJzUo,0.21328896590645302,"@AppleSupport It’s seems to work fine but just plays all songs on shuffle, even if I press the first song on an album.",@134515 Check to see if shuffle is selected. Follow these steps and let us know the result: https://t.co/NhXCO1Hh4z,0.2132703567863153,Tired of resyncing music over and over again on iTunes for Windows on my iPhone. It can’t get the album artwork right.Fix pls 😬@115858 #iOS11,@574238 Let's look at this together. Is this custom artwork? Are these purchased albums? Let us know in DM and we'll get started. https://t.co/GDrqU22YpT,0.2088022809350054
2020442,@AppleSupport when will this bug be fixed? https://t.co/5NlTVjgBkw,device_issue,other_support,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.684) for this support issue.,@115858 when will this be fixed? https://t.co/9DCf13EYtx,@626753 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.6844455912826892,@AppleSupport When will this 👉🏾 I️  be fixed?,@473496 We can provide you more insight in Direct Message. Click on the link below please. https://t.co/GDrqU22YpT,0.6325793648375959,@AppleSupport when will this glitch be fixed?!?!?!,"@513554 Thanks for reaching out, we're here to help. Can you tell us more about what you're experiencing along with which device and OS?",0.630744298834979
1617949,What the fuck are these random characters when I️ type  @AppleSupport @115858,device_issue,other_support,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,AUTO-HANDLE,Strong historical evidence was found (similarity=0.486) for this support issue.,What the fuck @115858! All these magical characters when I type “I️” I️,@586984 We want to get you on the path to a resolution. Let us know in DM if you have predictive text on and what device you have. https://t.co/GDrqU22YpT,0.48640435968873963,"Dear @AppleSupport ,

Y’all are blowing mine, with these random characters when I️ simply type in the letter “I️”. 

An angry Apple user 😒",@586625 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,0.3702448585043558,@115858 WHY IS MY IPHONE SLOW AND WHAT THE FUCK ARE THESE QUESTION MARK BOX THINGS.,@225060 We're here to help. Please meet us in DM and let us know which version of iOS you have installed on your iPhone. You'll see it in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,0.34913709399925846
2689461,@AppleSupport the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.,music_media,music_media,"Sorry you're experiencing this issue. Please check the relevant settings on your device. If the problem continues, please contact Apple Support so we can look into it further.",ESCALATE,Historical evidence is only moderate (similarity=0.401); human review is safer.,@AppleSupport The latest version?,"@457589 Could we get the exact iOS version please? You can find it at Settings &gt; General &gt; About. Also, which device are you using?",0.4012602497989871,@AppleSupport The latest version I think 11.1.1,"@668876 When the iPhone comes back on, does it ask you to choose a language and setup the iPhone again or does it power on normally just missing content? Let us know in a DM by selecting the following link and we'll go from there. https://t.co/GDrqU22YpT",0.36156198842136866,@AppleSupport I’m on the latest version of 11.0.3,@444435 We've received your DM. Please check there for our reply.,0.33378252561436783
822229,@AppleSupport please patch this latest update. I can barely use my iPhone 6 with all the crashing and freezing....,device_issue,device_issue,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.380); human review is safer.,Thanks @115858 since the last update can barely use my phone. https://t.co/9D6ukwOr9i,@388818 We certainly want to assist you with this. Connect with us in DM here: https://t.co/GDrqU22YpT,0.38007494383417056,My iPhone 7+  keeps freezing ever since I did the latest update. I can barely use it anymore. HELP @AppleSupport,@548781 That's not expected behavior. Send us a DM with the country that you are located in and we'll proceed from there. https://t.co/GDrqU22YpT,0.35201924665206524,@AppleSupport Please make the crashing and battery drain stop 😵😵😵,@553961 Hi there! Could you give us some more details about what's going on? Let us know in a DM. https://t.co/GDrqU22YpT,0.3089514740681969
2304032,@34990 @342218 And dammit @115858 WTF!! Can you fix this already? I️ I️ I️,device_issue,other_support,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.545) for this support issue.,@115858 can you fix this already?????,"@707258 We want your keyboard working for you; we'll do all we can to help. To start, we released iOS 11.1.1 which is meant to address this issue. If you haven't already, let's update with these steps: https://t.co/ahjigcvFRG",0.5447530912425966,DAMMIT @115858 WTF IS WITH THESE I️’s,@513261 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.45524927818307087,@115858 I️ I️ I️ I️ I️  FIX THIS ALREADY,@517925 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.426748855764546
2007045,Can someone @AppleSupport fix the fucking glitch turning everyone’s I’s into symbols!!!!!,device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",AUTO-HANDLE,Strong historical evidence was found (similarity=0.497) for this support issue.,please fix the fucking i️ glitch @115858,@523592 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.49740329547496437,@115858 fix the Fucking I️,@529407 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/evcqP6KgPj,0.40057676111276885,Can someone tell me why i’s are turning into symbols now since I️ updated my @115858,@623052 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.39969197001325923
2786413,@applesupport Bluetooth will not even attempt to connect to available open Bluetooth connections. Does not show any in range. Only my tiles fitbit and computer. Help,connectivity,connectivity,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",ESCALATE,Historical evidence is only moderate (similarity=0.260); human review is safer.,"@applesupport since the last update, my Bluetooth will not stay connected in my #VW #iosupdate #iphone #frustrated #applesupport #bluetooth",@141463 Let's get your car and iPhone working together. You'll find steps to work through this issue here: https://t.co/tqjOBvBgl0,0.2603078924804065,@AppleSupport Connect to*,"@118713 We understand how tough that is. Please send us a DM to let us know if you have a recent backup in iCloud, or iTunes. https://t.co/GDrqU22YpT",0.21975091038759123,@AppleSupport Bluetooth is on but I’ve never paired a FitBit to my phone.,@336265 What's the exact version of iOS you are running? Let's dig into this further over DM: https://t.co/GDrqU22YpT,0.21227924170882104
1149867,Is anyone facing the problem where ur iPhone rear camera taking blurry images? @AppleSupport #iPhone7 @135834 @135833 @210259,device_issue,device_issue,"Sorry you're experiencing this issue. Based on similar Apple Support cases, we'd recommend continuing with Apple Support so the issue can be investigated further.",AUTO-HANDLE,Strong historical evidence was found (similarity=1.000) for this support issue.,Is anyone facing the problem where ur iPhone rear camera taking blurry images? @AppleSupport #iPhone7 @135834 @135833 @210259,"@390591 Hey there. We'd like to help out. Does this happen with only one app, or multiple apps that access the camera?",1.0000000000000002,"@AppleSupport my iPhone 6+ rear camera can’t focus, provides blurry images","@667210 The camera is one of the best parts on the iPhone. We want to ensure your camera quality is up to par. We'd like a few details from you in order to assist. First, meet us in DM with your country, and we'll take it from there. https://t.co/GDrqU22YpT",0.40134599347169697,@AppleSupport rear camera,"@420017 Okay, thanks. Tell us which country you're in via DM, and we'll meet you there. https://t.co/GDrqU22YpT",0.39202829005418016
1450150,@AppleSupport iOS 11.1 drains my ipad battery.  I went from 100% to 7% in 2 hours while streaming radio.  Has never happened before. FIX!,battery_charging,battery_charging,Sorry you're having trouble with this. We'd be happy to look into it further. Please send us a DM so we can get more details and help you.,ESCALATE,Historical evidence is only moderate (similarity=0.356); human review is safer.,"@AppleSupport @115858 You guys need to fix ios11, stat. Battery went from 100% to 6% in 4 hours... #BatteryLife #iPhone7 #bugfix",@812341  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,0.35637627635446784,@AppleSupport My ipad mini 2 i updated to ios 11.0.2 from ios 10.3.3 and the battery went from 100 to flat in 3 hours!?! it lasts usually 6,@469425 Let's look into that. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT,0.3408151657662528,@AppleSupport This has never happened before and  its version 4.1,"@821236 If you were to choose that activity again, does it record it this time? Send a Direct Message, we'll continue with this there. https://t.co/GDrqU22YpT",0.30610142061217427
1673519,"I️ updated my phone and the word I️ is still fucked up, fuck this shit @AppleSupport I’m getting an android now",device_issue,device_issue,"Sorry you're experiencing this issue. Please make sure your device is running the latest available software update. If the issue continues, please contact Apple Support with more details.",ESCALATE,Historical evidence is only moderate (similarity=0.336); human review is safer.,SO I UPDATED MY PHONE BUT THE LETTER I IS STILL FUCKED UP. WHATS WITH IT @115858,@624062 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,0.336449477518584,My I️ still fucked up @115858 ?,@667216 Have you updated your device? We have some information available to you here. https://t.co/xXaXeeSRt9,0.3275634381317475,@115858 why is my I️ still fucked up?!?!??!?!??????,@221525 We'd like to help. Which iOS version are you using your device? You can find it under Settings &gt; General &gt; About &gt; Version.,0.31512608893307004
