customer_tweet_id,customer_text,support_tweet_id,support_text,intent
1232242,so my phone has decided that it doesn’t wanna switch on 🤗 @AppleSupport,,@409003 We're happy to help with your iPhone. Take a look at the steps here: https://t.co/8MvHMGgIUP,device_issue
2307997,@AppleSupport When I opened the iPad the screen became so and I do not remember the email or the secret code https://t.co/qIk1WLCalE,,@669488 We've received your DM and sent a response. We'll continue from there. https://t.co/GDrqU2kzhr,account_icloud
112867,@AppleSupport I’ll have time in a few minutes. I’ll give it another look and try those. Thank you,,"@141090 Great, thanks.",other_support
2279926,@AppleSupport Done all of that. All the songs play and seem to work but it’s just the album artwork won’t appear on all songs. On iTunes it does but on my phone it doesn’t?! 🧐,,"@662819 Understood. For the album artwork, give these steps a try, and let us know how it goes: https://t.co/8zr3fsx6Bq",music_media
2020442,@AppleSupport when will this bug be fixed? https://t.co/5NlTVjgBkw,,@597505 We can help you out. Take a gander at the following article and DM us with any questions. Thanks. https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_issue
1617949,What the fuck are these random characters when I️ type  @AppleSupport @115858,,@488545  Let's help. Try this out: https://t.co/k0NAaSjWTU Let us know if that helps correct that issue with autocorrect.,device_issue
2689461,@AppleSupport the latest version of iTunes on windows 7 doesn’t allow adding albums artwork in my library.,,"@612897 We love being able to add custom artwork, so we'd love to work with you on this. To make sure we're on the same page, are you following these steps: https://t.co/khXB3JnoYx",music_media
822229,@AppleSupport please patch this latest update. I can barely use my iPhone 6 with all the crashing and freezing....,,@315846 Let’s see what we can do together to get your phone up to speed. Send us a DM to begin. https://t.co/GDrqU22YpT,device_issue
2304032,@34990 @342218 And dammit @115858 WTF!! Can you fix this already? I️ I️ I️,,"@668528 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",device_issue
2007045,Can someone @AppleSupport fix the fucking glitch turning everyone’s I’s into symbols!!!!!,,@593494 Thanks for reaching out!. Take a look at our article addressing this here: https://t.co/xU1AGIa4ME DM us any questions. https://t.co/GDrqU2kzhr,device_issue
2786413,@applesupport Bluetooth will not even attempt to connect to available open Bluetooth connections. Does not show any in range. Only my tiles fitbit and computer. Help,,"@777931 If you're running into issues with your Bluetooth connection on your iPhone, we'd like to help. To start, which version of iOS is installed? Also, check out this article to help with getting the iPhone connected to Bluetooth: https://t.co/JMbUWh4fsj",connectivity
1149867,Is anyone facing the problem where ur iPhone rear camera taking blurry images? @AppleSupport #iPhone7 @135834 @135833 @210259,,"@390588 Let's work on it together. Which iPhone and iOS version do you have? Is the issue just in the Camera app, or others too?",device_issue
1450150,@AppleSupport iOS 11.1 drains my ipad battery.  I went from 100% to 7% in 2 hours while streaming radio.  Has never happened before. FIX!,,@456506 Send us a DM. Let us know when exactly you updated and we'll look into it with you. https://t.co/GDrqU22YpT,battery_charging
1673519,"I️ updated my phone and the word I️ is still fucked up, fuck this shit @AppleSupport I’m getting an android now",,@509235 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue
706913,@AppleSupport since downloading your new IOS update my phone has been crashing non stop this is ridiculous,,"@289008 We want your iPhone to run smoothly. Does this happen while using a particular app? Also, which iPhone model are you using?",device_issue
2332392,@AppleSupport battery drain is ridiculous! Having to charge two/three times A DAY?! When is the update to fix problem released?,,@675117 Let's work together to investigate where your charge is going. Meet us in DM to get started. https://t.co/GDrqU22YpT,battery_charging
1655627,@115858 @AppleSupport How do I fix this I glitch. HELP,,@__sth__ We'd love to help in any way we can. What issue are you experiencing?,device_issue
2964139,Almost positive that dropping my MacBook should not cause it to spark and burn... @AppleSupport what do you think?,,"@233537 We're here for you. Did this happen at random, or after you dropped your Mac? Please provide us with more details in DM. https://t.co/GDrqU22YpT",device_issue
2429248,Anyone having problems with their Mac apps since the #HighSierra update? @AppleSupport,,"@697427 Thanks for reaching out. We want to be sure you can use your apps as you'd expect. Which Mac model do you have? Send us a DM, and we'll continue to assist there. https://t.co/GDrqU22YpT",app_issue
629681,"hey guys @AppleSupport, I was supposed to receive an email yesterday and immediately open it (which I got) but I didn’t get the notification until a day later? any idea how to automatically receive the notification once it’s sent?",,"@269166 We’d love to help with your notifications. To start, please send us a DM confirming which device and software version you’re using. https://t.co/GDrqU22YpT",device_issue
1659198,@AppleSupport help!!! I’m losing my mind here!!!!!! https://t.co/a4TEKuRofx,,@506198 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_support
1746912,It is driving me insane that I️ can’t type “I️”. See how annoying that is. FIX IT @AppleSupport,,@347199 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue
1584652,What the actual fuck @115858,,@487614 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6,other_support
1693456,I i know i ain’t the only one who see the exclamation mark and Super Mario box @AppleSupport I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,,@513930 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue
2593255,"@AppleSupport your latest iPhone upgrade freed up space, but is a real battery hog. Help!",,@734400 Hey there. Allow us to help out. Please DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there. https://t.co/GDrqU22YpT,battery_charging
1707753,@115858 I️ really need this update fixed because my phone is being ass and Icant live like this.,,@517514 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_update
1701953,@115858 can make brand new phone with all these new fancy features but they can’t fix this damn error with viewing the letter “I” 🙄,,@516021 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,device_issue
1120619,"my phone speaker keeps crackling

what gives @115858",,"@349567 We want your iPhone to work as expected, including the audio. Which one do you have?",device_issue
1878005,@AppleSupport starting today my iPhone 8 plus display will remain on and will not turn off unless I hit the sleep button. ??,,@177690 We want to be sure your iPhone 8 is working normally. Have you been able to restart since this has happened? Let us know in DM. https://t.co/GDrqU22YpT,device_issue
2021786,Hey @AppleSupport any chance a future iOS update will fix the appalling battery life I now experience on iOS11 on iPhone 7?,,@597940 We'd like to take a closer look at your battery concerns. Which iOS version are you currently on? DM us the details below. https://t.co/GDrqU22YpT,battery_charging
1363254,"@AppleSupport And on email, I’m getting several extra suggestions pre-populating that just get in the way when I want to go down and type email.",,@437425 Let's dive in. Are the contacts that don't show consistent every time? Which iOS version are you using?,app_issue
287446,"Hey @115858,  can you tell me why my iPhone 6 has slowed down and got glitchy after the most recent iOS update? #downdate",,@184501 This is not the experience we want you to have. Did the device slow down with iOS 11 or one of the more recent updates?,device_issue
1549475,"EVERY recent @115858 update BROKE the device I put it on, including 10.13.1. Issues I haven't had since 10.11 are back now. @AppleSupport",,"@120122 We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT",device_issue
1058948,"@AppleSupport My phone was working perfectly fine. I ran the update, immediately my phone started freezing up and my apps running slower than Christmas.",,@370014 That's not what we'd like to hear. Can you let us know more about the changes you've noticed via DM? https://t.co/GDrqU22YpT,device_issue
1672691,@AppleSupport my apps are taking forever to update.,,@509077 We’d love to help. Does the issue persist with Wi-Fi and cellular data? Have you had a chance to restart the device?,app_issue
1606757,TWITTER IS DOING IT TOO WHAT IS WRONG WITH IOS 11 @115858 @AppleSupport https://t.co/JWy2zKoDJs,,@493569 We've got your back &amp; are glad to help with this. We've got a guide to share with you about this issue: https://t.co/xU1AGHStV6,device_issue
1666292,@AppleSupport when is your shop opening In bluewater? been shut for months and waiting to get my phone fixed. The warranty is nearly out!,,@458964 We have other service options available. Direct Message us and we'll help out. https://t.co/GDrqU22YpT,other_support
1725245,WHY. @115858 fix it🙄🙄🙄🙄,,@317406 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,device_issue
1267154,"If my iOS 11 freezes one more time, I’m taking my phone back and report it as faulty/broken. Worst iOS ever created  @115858 @AppleSupport",,@416680 We want to help. Which version of iOS 11 is your device running at the moment? Please DM us the answer. https://t.co/GDrqU22YpT,device_issue
2017498,"@AppleSupport 

Visual Air drop notifications are no longer working. Now there’s a “chime” then the picture/video/file just appears",,@596642 We'd like to look into this with you. DM us and let us know the device you're using and the software version to start. https://t.co/GDrqU22YpT,device_issue
2971312,"@AppleSupport iPhone 6S and no, im trying to add one manually. I’ve tried copy and paste unto tones, turned off iCloud and Apple Music to do so. No luck.",,@796169 Can you tell us which application you're attempting to download ringtones from? Send us a DM; we'll continue there. https://t.co/GDrqU22YpT,music_media
2185485,"@AppleSupport Yes I do. Even within my Sonos-System I can select those playlists. But not within Carplay. Seems, that these categories have been forgotten inside Carplay?",,"@640049 Playlists should be available to play like this: https://t.co/YZKPxsBB73 If you're still unable to play them, try setting up CarPlay again like this: https://t.co/pg90dhXKAJ Let us know if you have questions.",music_media
589543,getting super sick of my alarms not going off for no goddamn reason. i didnt pay hundreds of dollars to be late to everything @AppleSupport,,@259388 Being late is never a good thing. Let's see why this is happening. Which iOS are you running on your iPhone? We want to make sure you are updated to iOS 11.2. Let's update and then reach out if the issue persists: https://t.co/80YRnjDFDk,device_issue
1640299,@AppleSupport the screen came loose of my Apple Watch 1. It’s just over two years. It hasn’t bumped into anything.. what next?,,@501491 Thanks for reaching out. DM the country or region where you are currently located to get started. https://t.co/GDrqU22YpT,device_issue
2756180,Anyone else’s iPhone look like it’s been downloading something for the past 3 days? Coincidentally after the last update? @115858,,"@771401 We can help. Send us a DM, and let us know what's giving you the indication that your iPhone is downloading something. We'll look into this. https://t.co/GDrqU22YpT",device_issue
332837,"@195269 @AppleSupport After download 11.0.2, battery drain like mad for 4-mths old iPhone 7+ even with little usage, no video or music.",,@197447 We may be able to help. How many times a day are you having to charge? Talk to us in DM. https://t.co/GDrqU22YpT,battery_charging
2445290,@AppleSupport didn’t see my comment earlier? since I have had to update my phone I am UNABLE to update and download apps how do I fix this?,,@701076 We’d like to figure out why this is happening too. Are you using Wi-FI right now with your iPhone? Do you see any type of error message when you try to update using the App Store?,app_issue
940596,can we get battery replaced for this #IPOD 80GB ? @AppleSupport https://t.co/YLegRjM335,,"@342980 Hi there. Use the link below to DM us, and we’ll gladly look into all the available options with you. https://t.co/GDrqU22YpT",battery_charging
1963478,"@AppleSupport , I’m getting a random reboot daily when using any app or just looking at something on my device. Any ideas? https://t.co/DfSJI5FuX3",,@581992 Thanks for reaching out to us. We would love to help you. Can you please tell us when you first encountered the issue?,device_issue
2682284,MY IPHONE IS FUCKED OI @AppleSupport SORT OUT YOUR UPDATE,,"@754541 We'd like to help. DM us some details about the issues you are experiencing, and we can work together. https://t.co/GDrqU22YpT",ios_update
1703026,"Really, @115858? Just fix the I️ already!",,@516283 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue
1747346,@AppleSupport will a carrier free iPhone X purchased from USA work in India !! will it tune to 4G network for best speed !,,@428111 Hi. It would be best to check with the carrier you'd be activating it with to ensure their service supports the device.,connectivity
1938467,@116333  My iPhone 8 plus showing two time at one moment. Some bug ... plz help see the clock and upper time😔 https://t.co/4yijs30wXs,,"@576637 We'd love to see how we can assist. To begin, DM us the iOS version that's shown in Settings&gt;General&gt;About, next to Version. https://t.co/GDrqU22YpT",device_issue
994509,@AppleSupport can you follow me? Thanks,,"@355566 Our account is set up so no follows are needed. Be sure to use the up-to-date native Twitter app, and click the link below. https://t.co/GDrqU22YpT",other_support
2205735,@AppleSupport Thank you ❤️,,"@572019 Absolutely. Feel free to reach out to us in the future if you have any questions. We’re available every day to answer your questions, from 5am-8pm Pacific.",other_support
2702144,"@AppleSupport @117735 Hey! Can someone bring my visual voicemail back, thanks in advance!",,@759000 Hello. We know how the Visual Voicemail has become a huge convince and would like to help. Check out this link here: https://t.co/eaS8DhVdn3. Let us know if this resolves the issue.,device_issue
426713,wondering when @AppleSupport will stop playing games and give me my update https://t.co/iTjUnxYpHY,,@216481 We're glad to look into this with you. Which model device are you using?,ios_update
2555470,@AppleSupport Thanks for the help @AppleSupport ! I have looked into these tips in the past and just scanned through them again. I also turn most notifications off/often have do not disturb on! Not sure if it’s just the life of the phone coming to an end or if it’s worth resetting,,"@725652 Perfect, thanks for looking into those steps. We want to see if there's anything else that can be done to assist with the battery life on the device. Please meet us in DM so we can gather information and better assist. https://t.co/GDrqU22YpT",battery_charging
2944477,"@AppleSupport I was just looking at buying unforgettable series 2 on iTunes uk but i can’t buy it, but I can buy series 1&amp;3. Why is this? Thank you",,"@584854 Thanks for reaching out to us. We are always happy to help. In this case we suggest reaching out to our iTunes Store team here: https://t.co/SDIe7UiyJN

They will be able to help you determine if this content is available in your region.",order_purchase
2007135,@115858  please fix your updates. Ever since IOS11 my magnifier on my phone only uses half the screen. Having a vison disability i need it,,@593513 We'd like to take a closer look at this. Please DM us more about the issue and your current iOS version. https://t.co/GDrqU2kzhr,device_issue
1339751,@AppleSupport my phone is telling me to update then when it comes to it can’t verify help 😫,,@432499 We're here to help you. Have you checked out this article: https://t.co/Ui1yTnOCUz Let us know if this helps.,ios_update
2838690,@246772 @AppleSupport I just completed wiped out those saved settings and it seems to be working now. Thanks 🙃🙃🙃,,"@790011 Great! We're glad it's working for you now. If you need anything else, please let us know. Thanks.",other_support
2059838,"@116333 hy, WTF is this? i forgot my apple icloud id so plx help me out i've my phones emei no., lets see how use full you are...",,"@609203 Thanks for reaching out, we can take a look into this together, meet us in DM and we will proceed from there. https://t.co/GDrqU22YpT",account_icloud
868176,@AppleSupport SE/Plantronics PLT-V5200; SE/Samsung HM-1900; Iphone 6/Motorola HX550.  SEs are T_mobile.  iPhone 6 is AT&amp;T.  All are running 11.0.3.,,@326133 Have you tried connecting all the phones to the various devices or only one in particular? Check out https://t.co/JMbUWh4fsj,connectivity
2466773,"@AppleSupport @27417 I’ve done all steps to fix getting past this stage, even used a bootable flash... #PLEASEHELP https://t.co/Gh9pRu137K",,"@705839 You've come to the right place. When you say a bootable drive, was it an installer or installed version of the OS? Thanks.",device_issue
1900119,@AppleSupport @116333 bought 2 iphones from flipkart.Just the question is will i get service at apple store near me if i get some problem?,,@260539 We are always here to support your Apple products!  To check your warranty status of a device visit: https://t.co/SyUHdUSsjJ,order_purchase
2564149,@AppleSupport can anyone explain why Repair ID: D251542128 can’t seemed to be processed? It’s been almost a week and it still says pending. What are you waiting for?,,@531620 We'd like to gather some more information for better troubleshooting. Can you DM us to begin? https://t.co/GDrqU22YpT,order_purchase
361440,@AppleSupport you killed my battery life with iOS 11. Is this how you force people to spend hundreds of dollars on a new iPhone? #notcool,,@201595 We'd be glad to look into any battery issues you are having. What model of iOS device is this? https://t.co/GDrqU22YpT,battery_charging
184455,@159418 @AppleSupport My Iphone X when you watched videos it's getting overheated and the battery doesn't last. OLED display  it doesn't impressed me at all. https://t.co/G9UphRs6Ot,,@159417 We'd love to discuss this with you!  Which iOS version is running on your new iPhone X?  Was your iPhone set up as new or was a backup from an older iPhone loaded onto it?,battery_charging
2058523,"Hey @AppleSupport how about the keyboard lag in iOS 11? Personally, in my divice, is a shit. Please fix it!!",,@608821 We're happy to help! Please DM your iPhone type and what country you're in. This will allow us to see what your support options are. https://t.co/GDrqU22YpT,device_issue
2017511,@115858 @AppleSupport hi ! Every since I️ updated my phone is super glitchy. Are we getting an updated soon ?,,@596648 We'd be happy to look into any issues you're experiencing. Send us a DM with your current iOS version and we'll continue there. https://t.co/GDrqU22YpT,ios_update
1660410,@115858 fix this glitch!! Where “I” changes to I️,,@506511 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_issue
2185487,@AppleSupport Yes. I can access them. And I haven’t added them. They’re too much. Wanna browse through and decide day by day. Es it works with the iPhone or Apple Music within Sonos system. Looks like it was simply forgotten within CarPlay. That’s the point.,,@640049 Thank you for the feedback. We love to hear how our customer’s want to use our products and we welcome your suggestions. You can also tell us more about that here: https://t.co/ODFtc9V7Tq,music_media
1065257,"@AppleSupport : above all the worst upgrade for #iPhone I ever suffered. A slower phone a worst experience, thanks.",,@371500 Let us know via DM if you have already updated your iPhone to iOS 11.0.3: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,ios_update
1211232,@AppleSupport Can you guys like just unlock it with the imei?,,"@237141 For your security, it's best to get in touch with our advisors over the phone.",account_icloud
2425864,And @115858 stop updating our products to bug out be slow crash and be shit,,"@696606 If you're having issues with your Apple products, let us know what's specifically going on and we'll do all we can to help you out.",device_issue
1642394,"Ever since iOS 11 update. My phone has been playing up! What’s going on @115858 ?
#applesoftwaredowngrade 🤦🏽‍♂️",,@502028 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,ios_update
2001686,Whoever is in charge of Siri at @115858 I hope ur budget is what’s holding you back bc she is dog shit about 90% of the time.,,@591890 We'd like to help you out with Siri. Send us a DM with more information on your device and what's going on to get started. https://t.co/GDrqU22YpT,device_issue
631875,@AppleSupport Not to you but to a company and it’s the iphone7+ with the current data system . I would’ve though attachment faculties would be present for all emails being composed,,"@254308 Are you trying to send a photo, video, or document as an attachment to your faculty?",device_issue
493541,Two days in a row now where the iOS Weather widget randomly stops updating and is only fixed by restarting my iPhone. I guess I’m expecting too much from my $949 @115858 smartphone after 10 years of development. 😐,,@232658 We'd like to look into this with you. Please DM us which iOS version you have in Settings &gt; General &gt; About and we'll go from there. https://t.co/GDrqU22YpT,app_issue
335253,"@195913 @115858 My entire phone is glitchy, every now and then it freezes and I can’t even use standby button",,"@195912 Let us help. DM us which iPhone you’re using, and we’ll work towards a resolution together. https://t.co/GDrqU22YpT",device_issue
559156,I can’t believe I’m forced to either format my iphone or buy an X with the latest update. @115858 ???,559155.0,"@250675 We'd like to learn more about what's going on with your iPhone. Send us a DM with the details about what's happening, along with the country you're located in. We'll see what we can do to help. https://t.co/GDrqU22YpT",ios_update
1168451,@AppleSupport Battery was on 59% phone hot plugged in 2 mins later battery on 78%??????,1168450.0,@394841 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,battery_charging
382518,@AppleSupport iphone 6,382517.0,@206686 Thanks for sharing. Let's take a closer look at your iPhone 6 together in DM. https://t.co/GDrqU22YpT,device_issue
761295,@AppleSupport still having this problem with iMessage even after the latest update which came out today https://t.co/V5oBQT7lv9,761294.0,@301896 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,app_issue
2412989,"Legit never agreed w/ a tweet more. Yo @115858 I’ve been w/ y’all since the 1st iPhone EVER &amp; iOS 11 has KILLED my iPhone 6. 128g &amp; it runs like total crap- crashing, freezing, totally unresponsive. Come on y’all, we can’t all afford a new phone just bc new software comes out. https://t.co/8ssdcarWLz",2412988.0,@693678 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,device_issue
1616884,"@AppleSupport 11.1.2
There are many small issues like this. And I won't restart my phone 5 times a day for all this problems. Make it is better.
iOS 11 sucks on iPhone, a lot of lag or I can say it freezes my iPhone 7.",1616882.0,@495812 Do you have a recent iTunes or iCloud backup of the device?,device_issue
2557337,Is anyone having trouble downloading music on @115948 ? Been trying for 2 days now. @AppleSupport,2557335.0,@726039 We know how convenient it is to have your device downloaded onto your device with Apple Music. Let's work together and look into this with you. Can you provide us which iOS version you're using? You can locate the iOS from Settings &gt; General &gt; About &gt; Version.,music_media
1557350,@115858 really needs to patch this keyboard issue I️,1557348.0,@481400 We've got a temp fix outlined here: https://t.co/xU1AGHStV6 Let us know if that helps.,device_issue
2072151,FIX THIS SHIT @AppleSupport,2072150.0,@612869 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,other_support
1170188,"@AppleSupport excuse me,, I have a 7 plus and it says the battery last longer, I’ve been on my phone for 5 mins, it was on 28 now it’s on 23",1170187.0,@395237 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT,battery_charging
87139,@AppleSupport battery awful since update IOS 11.1 why?? Can I go back and undo update??,87138.0,@135066 That’s not the experience we’d like you to have with your battery. We don’t have a way to go to a previous iOS version. We’d like to start by confirming your iOS version in DM. Find it under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,battery_charging
446519,iPhone 8+ screen goes dark. Auto brightness is disabled and it still goes dark what is going on? 📱@AppleSupport,446518.0,@220770 Check out this link for tips to adjust your brightness: https://t.co/it24SqZD78 Let us know if you have questions or the issue lingers. We can help. https://t.co/GDrqU22YpT,device_issue
813468,Latest @115858 update has removed half of my contacts. Cmon Apple,813467.0,@313846 We'd like to help. Join us in DM and we'll get started.,device_issue
867456,@AppleSupport Yes please. For the sake of freeing up a bit of memory space. Thanks,867458.0,"@325978 Those apps can’t be removed. However, you can optimize your iOS storage with these tips: https://t.co/0yFHFRYSnX",device_issue
2558745,@AppleSupport No not for the videos. Only audios,2558747.0,@726377 Does this happen with all sites that have audio files involved?  Does this also happen when using cellular data?  Let us know in DM. https://t.co/GDrqU22YpT,app_issue
601394,"@AppleSupport I was just updating Sierra on my Mac and an error occurred and it restarted  and now my computer won't reboot, it's 1/3 loading and then it shuts off, ive tried recovery mode but it won't let me!!",601392.0,"@262671 We'd love to help you get your Mac sorted out! Let's see if we can start up  in Safe Mode. To do that, make sure the system is shut down. Start it back up and immediately after you hear the startup sound, hold down the Shift Key until you see that Apple Logo.",ios_update
1683422,"Dear @AppleSupport I’m really tired of the camera turning Live, Flash and HDR on after I keep turning them off. Please fix this.",1683420.0,"@511683 We can help you. Let's try changing these settings through Settings &gt; Camera. For 'Live' photo, select Preserve Settings.",device_issue
2477608,@AppleSupport Still happeninh yes. And I’m using a standard Apple Keyboard. We don’t have any others.,2477609.0,@273863 Understood. Let's follow up in DM. Tell us if this happens while using macOS as the default operating system there. https://t.co/GDrqU22YpT,device_issue
2286244,"@AppleSupport I ain't stuck anymore cause I just reseted it completely. But sometimes it stills freezes between apps.. Like when I have to shut everything down to open Instagram (gets a white screen). I can't restore in iTunes, since it does not sync. And Windows find it.",2286246.0,"@664340 When you say that you can't sync, do you mean iTunes does not recognize that your phone is plugged in?",app_issue
2897720,@AppleSupport Could you help? Tweet above.,2897719.0,"@635749 We'll be happy to assist. To confirm our understanding, this started happening today after turning on airplane mode correct? Have you tried ejecting the SIM card and putting it back in to see if that helps?",connectivity
2018946,"On an unrelated note, the iPhone 8 has a major touch-responsiveness issue. I can’t believe this is what we get for USD 1000 @AppleSupport",2018945.0,@597073 Hello. It's important to us that you enjoy your iPhone 8. Please touch base with us via DM and we'll find an answer together: https://t.co/GDrqU22YpT,device_issue
1614441,@AppleSupport I don’t want to keep auto correct turned off so please fix this “I” glitch 😭,1614440.0,@495209 Let's try following this article and see if it helps: https://t.co/xXaXeeSRt9,device_issue
1991145,Dammit @115858 ! Fix the issue with “I️” the fck!,1991144.0,@589285 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,device_issue
448338,"@AppleSupport Thanks. I’m literally always on WiFi, home or other networks. Automatic dlds are on on all devices. It’s happening on several iPhones and iPads with different Apple ids. It looks like the auto dld wakes up when I enter the AppStore, and then I have a lot of apps late.",448340.0,@221211 Tell us which iOS version you have installed via DM. https://t.co/GDrqU22YpT,app_issue
2680030,"@AppleSupport any chance you guys know why itunes wont install on my PC? Windows 10, and the first time I have installed it on this PC.",2680029.0,@754042 Do you have any Anti-Virus software running on the computer?  DM us back. https://t.co/GDrqU22YpT,app_issue
1908188,"@AppleSupport since update to iOS 11.0.3 my iPhone SE keeps freezing, turning on apps and battery life is awful. Please help",1908187.0,"@568450 We're happy to help and would like to go into more detail, so let's meet in DM and see what we can do for you. Thanks! https://t.co/GDrqU22YpT",ios_update
